Cluster,0,1,total_transactions,Fraud_Amount,Min_Amount,Max_Amount,Avg_Amount,Std_Amount,25%_Amount,50%_Amount,75%_Amount,95%_Amount
-1,12912,52,12964,7845.75,0.0,25691.16,167.31,431.77,10.99,44.81,165.53,688.35
1725,4515,0,4515,0.0,0.0,409.0,23.29,36.97,2.69,9.81,26.94,98.0
1707,3672,0,3672,0.0,0.0,390.48,23.91,37.15,2.69,9.0,28.78,99.95
1697,3155,0,3155,0.0,0.0,853.71,60.3,102.03,4.49,19.98,66.6,272.08
1552,2966,0,2966,0.0,0.0,1542.72,71.66,139.62,4.0,23.12,74.95,306.68
1653,2399,0,2399,0.0,0.0,826.0,53.37,94.93,1.98,15.5,57.06,235.56
1557,2237,0,2237,0.0,0.0,742.45,55.55,87.99,2.92,19.99,64.99,240.2
1642,829,0,829,0.0,0.01,667.96,46.53,83.4,1.98,12.99,50.0,192.12
1675,802,0,802,0.0,0.01,256.79,24.29,34.23,3.59,10.34,30.34,99.0
1009,692,0,692,0.0,0.0,1157.32,90.86,134.8,19.95,44.5,100.02,335.46
1544,691,0,691,0.0,0.31,513.41,40.02,75.91,1.81,8.98,40.38,211.06
1607,646,0,646,0.0,0.11,252.6,20.49,30.48,2.96,8.99,23.76,85.17
1004,571,0,571,0.0,0.0,736.87,83.83,105.87,19.95,46.8,97.45,309.57
867,553,0,553,0.0,1.0,905.36,98.04,120.49,20.8,54.0,126.0,338.32
999,545,0,545,0.0,0.02,593.75,75.61,97.08,15.0,34.99,85.0,281.44
784,467,0,467,0.0,0.01,816.0,91.53,118.12,20.0,49.99,109.76,346.19
997,448,0,448,0.0,0.02,577.76,82.09,102.81,15.0,40.0,100.54,333.3
856,442,0,442,0.0,1.0,830.0,126.2,138.05,35.21,71.25,158.0,434.48
844,435,0,435,0.0,0.01,598.61,74.29,80.55,19.99,45.94,103.72,234.78
853,405,0,405,0.0,1.0,569.97,115.53,117.58,31.9,75.9,158.0,359.99
592,394,0,394,0.0,0.01,282.27,28.14,40.68,3.86,11.5,38.33,97.79
850,380,0,380,0.0,0.95,774.79,123.92,133.0,33.74,75.0,171.96,394.05
785,348,0,348,0.0,0.01,659.02,70.97,94.24,15.0,34.4,82.85,270.21
861,347,0,347,0.0,1.0,981.95,106.9,131.4,29.98,57.85,140.49,314.84
556,335,0,335,0.0,0.01,669.53,57.92,83.6,6.94,28.0,71.76,238.08
1546,332,0,332,0.0,0.0,540.7,45.64,79.56,4.91,13.69,52.08,187.19
539,329,0,329,0.0,0.0,349.51,43.38,61.86,1.98,17.18,59.85,169.23
